iter	Passed	Remaining
1665	31486	6312
1666	31499	6292
1667	31510	6271
1668	31521	6251
1669	31533	6231
1670	31543	6210
1671	31556	6190
1672	31567	6170
1673	31578	6149
1674	31589	6129
1675	31601	6109
1676	31611	6088
1677	31623	6068
1678	31635	6048
1679	31647	6028
1680	31659	6007
1681	31672	5988
1682	31685	5968
1683	31697	5947
1684	31708	5927
1685	31720	5907
1686	31732	5887
1687	31746	5867
1688	31758	5847
1689	31770	5827
1690	31783	5807
1691	31796	5787
1692	31808	5767
1693	31820	5747
1694	31832	5727
1695	31845	5708
1696	31856	5688
1697	31870	5668
1698	31882	5648
1699	31896	5628
1700	31906	5608
1701	31918	5588
1702	31930	5568
1703	31942	5548
1704	31957	5529
1705	31969	5509
1706	31981	5489
1707	31995	5470
1708	32008	5450
1709	32020	5430
1710	32034	5410
1711	32047	5391
1712	32057	5371
1713	32068	5351
1714	32083	5331
1715	32095	5311
1716	32107	5292
1717	32119	5272
1718	32132	5252
1719	32143	5232
1720	32153	5212
1721	32166	5192
1722	32180	5173
1723	32193	5153
1724	32205	5134
1725	32218	5114
1726	32231	5095
1727	32243	5075
1728	32256	5055
1729	32269	5036
1730	32284	5017
1731	32299	4997
1732	32313	4978
1733	32328	4959
1734	32342	4939
1735	32357	4920
1736	32371	4901
1737	32384	4881
1738	32400	4862
1739	32415	4843
1740	32429	4824
1741	32442	4804
1742	32454	4785
1743	32466	4765
1744	32478	4746
1745	32492	4726
1746	32504	4707
1747	32515	4687
1748	32528	4668
1749	32540	4648
1750	32553	4629
1751	32565	4609
1752	32577	4590
1753	32588	4570
1754	32601	4551
1755	32612	4531
1756	32625	4512
1757	32636	4492
1758	32650	4473
1759	32661	4453
1760	32674	4434
1761	32687	4415
1762	32699	4395
1763	32711	4376
1764	32724	4357
1765	32736	4337
1766	32747	4318
1767	32759	4298
1768	32773	4279
1769	32785	4260
1770	32798	4241
1771	32812	4221
1772	32826	4202
1773	32840	4183
1774	32854	4164
1775	32865	4145
1776	32877	4125
1777	32888	4106
1778	32900	4087
1779	32913	4068
1780	32926	4048
1781	32938	4029
1782	32951	4010
1783	32964	3991
1784	32975	3971
1785	32988	3952
1786	33001	3933
1787	33017	3914
1788	33027	3895
1789	33040	3876
1790	33051	3856
1791	33063	3837
1792	33074	3818
1793	33086	3799
1794	33098	3780
1795	33109	3760
1796	33121	3741
1797	33133	3722
1798	33144	3703
1799	33156	3684
1800	33170	3665
1801	33181	3645
1802	33193	3626
1803	33205	3607
1804	33217	3588
1805	33229	3569
1806	33242	3550
1807	33253	3531
1808	33265	3512
1809	33276	3493
1810	33287	3473
1811	33300	3455
1812	33313	3436
1813	33325	3417
1814	33338	3398
1815	33351	3379
1816	33363	3360
1817	33376	3341
1818	33388	3322
1819	33400	3303
1820	33415	3284
1821	33426	3265
1822	33440	3246
1823	33454	3228
1824	33466	3209
1825	33480	3190
1826	33491	3171
1827	33503	3152
1828	33515	3133
1829	33526	3114
1830	33539	3095
1831	33551	3076
1832	33563	3057
1833	33574	3038
1834	33585	3019
1835	33598	3001
1836	33610	2982
1837	33623	2963
1838	33633	2944
1839	33645	2925
1840	33658	2906
1841	33670	2888
1842	33682	2869
1843	33694	2850
1844	33706	2831
1845	33718	2812
1846	33729	2794
1847	33740	2775
1848	33752	2756
1849	33765	2737
1850	33777	2719
1851	33789	2700
1852	33802	2681
1853	33813	2662
1854	33826	2644
1855	33840	2625
1856	33852	2606
1857	33863	2588
1858	33876	2569
1859	33887	2550
1860	33900	2532
1861	33911	2513
1862	33923	2494
1863	33934	2475
1864	33946	2457
1865	33958	2438
1866	33971	2420
1867	33982	2401
1868	33995	2382
1869	34006	2364
1870	34019	2345
1871	34031	2326
1872	34042	2308
1873	34056	2289
1874	34067	2271
1875	34079	2252
1876	34091	2234
1877	34102	2215
1878	34115	2196
1879	34127	2178
1880	34141	2159
1881	34154	2141
1882	34165	2122
1883	34176	2104
1884	34188	2085
1885	34200	2067
1886	34212	2048
1887	34224	2030
1888	34235	2011
1889	34247	1993
1890	34258	1974
1891	34270	1956
1892	34282	1937
1893	34305	1919
1894	34318	1901
1895	34329	1883
1896	34343	1864
1897	34355	1846
1898	34367	1827
1899	34379	1809
1900	34391	1791
1901	34404	1772
1902	34418	1754
1903	34429	1735
1904	34441	1717
1905	34453	1699
1906	34466	1680
1907	34480	1662
1908	34492	1644
1909	34506	1625
1910	34519	1607
1911	34532	1589
1912	34544	1571
1913	34557	1552
1914	34569	1534
1915	34581	1516
1916	34593	1497
1917	34607	1479
1918	34620	1461
1919	34633	1443
1920	34645	1424
1921	34655	1406
1922	34668	1388
1923	34680	1369
1924	34692	1351
1925	34704	1333
1926	34716	1315
1927	34729	1296
1928	34742	1278
1929	34754	1260
1930	34768	1242
1931	34780	1224
1932	34793	1205
1933	34805	1187
1934	34818	1169
1935	34832	1151
1936	34844	1133
1937	34857	1115
1938	34869	1096
1939	34881	1078
1940	34893	1060
1941	34905	1042
1942	34919	1024
1943	34929	1006
1944	34940	988
1945	34951	969
1946	34963	951
1947	34974	933
1948	34984	915
1949	34994	897
1950	35004	879
1951	35015	861
1952	35024	842
1953	35033	824
1954	35044	806
1955	35054	788
1956	35063	770
1957	35073	752
1958	35082	734
1959	35092	716
1960	35100	698
1961	35110	680
1962	35119	661
1963	35129	643
1964	35139	625
1965	35147	607
1966	35156	589
1967	35163	571
1968	35172	553
1969	35181	535
1970	35188	517
1971	35196	499
1972	35205	481
1973	35213	463
1974	35221	445
1975	35230	427
1976	35238	409
1977	35246	392
1978	35255	374
1979	35263	356
1980	35270	338
1981	35277	320
1982	35285	302
1983	35292	284
1984	35299	266
1985	35307	248
1986	35313	231
1987	35320	213
1988	35328	195
1989	35335	177
1990	35341	159
1991	35348	141
1992	35355	124
1993	35361	106
1994	35367	88
1995	35374	70
1996	35382	53
1997	35388	35
1998	35395	17
1999	35402	0
